element_id,tests,docs,examples,missing
ffx net dhcp start,0,1,0,"examples|tests"
ffx net dhcp stop,0,1,0,"examples|tests"
ffx net dhcpd,0,1,0,"examples|tests"
ffx net dhcpd clear-leases,0,1,0,"examples|tests"
ffx net dhcpd get,0,1,0,"examples|tests"
ffx net dhcpd get option,0,1,0,"examples|tests"
ffx net dhcpd get option all-subnets-local,0,1,0,"examples|tests"
ffx net dhcpd get option all-subnets-local --local,0,1,0,"examples|tests"
ffx net dhcpd get option arp-cache-timeout,0,1,0,"examples|tests"
ffx net dhcpd get option arp-cache-timeout --timeout,0,1,0,"examples|tests"
ffx net dhcpd get option boot-file-size,0,1,0,"examples|tests"
ffx net dhcpd get option boot-file-size --size,0,1,0,"examples|tests"
ffx net dhcpd get option bootfile-name,0,1,0,"examples|tests"
ffx net dhcpd get option bootfile-name --name,0,1,0,"examples|tests"
ffx net dhcpd get option broadcast-address,0,1,0,"examples|tests"
ffx net dhcpd get option broadcast-address --addr,0,1,0,"examples|tests"
ffx net dhcpd get option cookie-server,0,1,0,"examples|tests"
ffx net dhcpd get option cookie-server --cookie-servers,0,1,0,"examples|tests"
ffx net dhcpd get option default-finger-server,0,1,0,"examples|tests"
ffx net dhcpd get option default-finger-server --finger-servers,0,1,0,"examples|tests"
ffx net dhcpd get option default-ip-ttl,0,1,0,"examples|tests"
ffx net dhcpd get option default-ip-ttl --ttl,0,1,0,"examples|tests"
ffx net dhcpd get option default-irc-server,0,1,0,"examples|tests"
ffx net dhcpd get option default-irc-server --irc-servers,0,1,0,"examples|tests"
ffx net dhcpd get option default-www-server,0,1,0,"examples|tests"
ffx net dhcpd get option default-www-server --www-servers,0,1,0,"examples|tests"
ffx net dhcpd get option domain-name,0,1,0,"examples|tests"
ffx net dhcpd get option domain-name --name,0,1,0,"examples|tests"
ffx net dhcpd get option domain-name-server,0,1,0,"examples|tests"
ffx net dhcpd get option domain-name-server --domain-name-servers,0,1,0,"examples|tests"
ffx net dhcpd get option ethernet-encapsulation,0,1,0,"examples|tests"
ffx net dhcpd get option ethernet-encapsulation --encapsulate,0,1,0,"examples|tests"
ffx net dhcpd get option extensions-path,0,1,0,"examples|tests"
ffx net dhcpd get option extensions-path --path,0,1,0,"examples|tests"
ffx net dhcpd get option host-name,0,1,0,"examples|tests"
ffx net dhcpd get option host-name --name,0,1,0,"examples|tests"
ffx net dhcpd get option impress-server,0,1,0,"examples|tests"
ffx net dhcpd get option impress-server --impress-servers,0,1,0,"examples|tests"
ffx net dhcpd get option interface-mtu,0,1,0,"examples|tests"
ffx net dhcpd get option interface-mtu --mtu,0,1,0,"examples|tests"
ffx net dhcpd get option ip-forwarding,0,1,0,"examples|tests"
ffx net dhcpd get option ip-forwarding --enabled,0,1,0,"examples|tests"
ffx net dhcpd get option log-server,0,1,0,"examples|tests"
ffx net dhcpd get option log-server --log-servers,0,1,0,"examples|tests"
ffx net dhcpd get option lpr-server,0,1,0,"examples|tests"
ffx net dhcpd get option lpr-server --lpr-servers,0,1,0,"examples|tests"
ffx net dhcpd get option mask-supplier,0,1,0,"examples|tests"
ffx net dhcpd get option mask-supplier --supplier,0,1,0,"examples|tests"
ffx net dhcpd get option max-datagram-reassembly-size,0,1,0,"examples|tests"
ffx net dhcpd get option max-datagram-reassembly-size --size,0,1,0,"examples|tests"
ffx net dhcpd get option max-message-size,0,1,0,"examples|tests"
ffx net dhcpd get option max-message-size --length,0,1,0,"examples|tests"
ffx net dhcpd get option merit-dump-file,0,1,0,"examples|tests"
ffx net dhcpd get option merit-dump-file --path,0,1,0,"examples|tests"
ffx net dhcpd get option mobile-ip-home-agent,0,1,0,"examples|tests"
ffx net dhcpd get option mobile-ip-home-agent --home-agents,0,1,0,"examples|tests"
ffx net dhcpd get option name-server,0,1,0,"examples|tests"
ffx net dhcpd get option name-server --name-servers,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-distribution-server,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-distribution-server --servers,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-name-server,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-name-server --servers,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-node-type,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-node-type b-node,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-node-type h-node,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-node-type m-node,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-node-type p-node,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-scope,0,1,0,"examples|tests"
ffx net dhcpd get option net-bios-over-tcpip-scope --scope,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-servers,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-domain,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-domain --domain-name,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-plus-domain,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-plus-domain --domain-name,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-plus-servers,0,1,0,"examples|tests"
ffx net dhcpd get option network-information-service-plus-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd get option network-time-protocol-servers,0,1,0,"examples|tests"
ffx net dhcpd get option network-time-protocol-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd get option nntp-server,0,1,0,"examples|tests"
ffx net dhcpd get option nntp-server --nntp-servers,0,1,0,"examples|tests"
ffx net dhcpd get option non-local-source-routing,0,1,0,"examples|tests"
ffx net dhcpd get option non-local-source-routing --enabled,0,1,0,"examples|tests"
ffx net dhcpd get option path-mtu-aging-timeout,0,1,0,"examples|tests"
ffx net dhcpd get option path-mtu-aging-timeout --timeout,0,1,0,"examples|tests"
ffx net dhcpd get option path-mtu-plateau-table,0,1,0,"examples|tests"
ffx net dhcpd get option path-mtu-plateau-table --mtu-sizes,0,1,0,"examples|tests"
ffx net dhcpd get option perform-mask-discovery,0,1,0,"examples|tests"
ffx net dhcpd get option perform-mask-discovery --do-discovery,0,1,0,"examples|tests"
ffx net dhcpd get option perform-router-discovery,0,1,0,"examples|tests"
ffx net dhcpd get option perform-router-discovery --do-discovery,0,1,0,"examples|tests"
ffx net dhcpd get option policy-filter,0,1,0,"examples|tests"
ffx net dhcpd get option policy-filter --addresses,0,1,0,"examples|tests"
ffx net dhcpd get option pop3-server,0,1,0,"examples|tests"
ffx net dhcpd get option pop3-server --pop3-servers,0,1,0,"examples|tests"
ffx net dhcpd get option rebinding-time-value,0,1,0,"examples|tests"
ffx net dhcpd get option rebinding-time-value --interval,0,1,0,"examples|tests"
ffx net dhcpd get option renewal-time-value,0,1,0,"examples|tests"
ffx net dhcpd get option renewal-time-value --interval,0,1,0,"examples|tests"
ffx net dhcpd get option resource-location-server,0,1,0,"examples|tests"
ffx net dhcpd get option resource-location-server --resource-location-servers,0,1,0,"examples|tests"
ffx net dhcpd get option root-path,0,1,0,"examples|tests"
ffx net dhcpd get option root-path --path,0,1,0,"examples|tests"
ffx net dhcpd get option router,0,1,0,"examples|tests"
ffx net dhcpd get option router --routers,0,1,0,"examples|tests"
ffx net dhcpd get option router-solicitation-address,0,1,0,"examples|tests"
ffx net dhcpd get option router-solicitation-address --addr,0,1,0,"examples|tests"
ffx net dhcpd get option smtp-server,0,1,0,"examples|tests"
ffx net dhcpd get option smtp-server --smtp-servers,0,1,0,"examples|tests"
ffx net dhcpd get option static-route,0,1,0,"examples|tests"
ffx net dhcpd get option static-route --routes,0,1,0,"examples|tests"
ffx net dhcpd get option stda-server,0,1,0,"examples|tests"
ffx net dhcpd get option stda-server --stda-servers,0,1,0,"examples|tests"
ffx net dhcpd get option street-talk-server,0,1,0,"examples|tests"
ffx net dhcpd get option street-talk-server --streettalk-servers,0,1,0,"examples|tests"
ffx net dhcpd get option subnet-mask,0,1,0,"examples|tests"
ffx net dhcpd get option subnet-mask --mask,0,1,0,"examples|tests"
ffx net dhcpd get option swap-server,0,1,0,"examples|tests"
ffx net dhcpd get option swap-server --address,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-default-ttl,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-default-ttl --ttl,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-keepalive-garbage,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-keepalive-garbage --send-garbage,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-keepalive-interval,0,1,0,"examples|tests"
ffx net dhcpd get option tcp-keepalive-interval --interval,0,1,0,"examples|tests"
ffx net dhcpd get option tftp-server-name,0,1,0,"examples|tests"
ffx net dhcpd get option tftp-server-name --name,0,1,0,"examples|tests"
ffx net dhcpd get option time-offset,0,1,0,"examples|tests"
ffx net dhcpd get option time-offset --offset,0,1,0,"examples|tests"
ffx net dhcpd get option time-server,0,1,0,"examples|tests"
ffx net dhcpd get option time-server --time-servers,0,1,0,"examples|tests"
ffx net dhcpd get option trailer-encapsulation,0,1,0,"examples|tests"
ffx net dhcpd get option trailer-encapsulation --trailers,0,1,0,"examples|tests"
ffx net dhcpd get option vendor-specific-information,0,1,0,"examples|tests"
ffx net dhcpd get option vendor-specific-information --data,0,1,0,"examples|tests"
ffx net dhcpd get option x-window-system-display-manager,0,1,0,"examples|tests"
ffx net dhcpd get option x-window-system-display-manager --display-servers,0,1,0,"examples|tests"
ffx net dhcpd get option x-window-system-font-server,0,1,0,"examples|tests"
ffx net dhcpd get option x-window-system-font-server --servers,0,1,0,"examples|tests"
ffx net dhcpd get parameter,0,1,0,"examples|tests"
ffx net dhcpd get parameter address-pool,0,1,0,"examples|tests"
ffx net dhcpd get parameter address-pool --prefix-length,0,1,0,"examples|tests"
ffx net dhcpd get parameter address-pool --range-start,0,1,0,"examples|tests"
ffx net dhcpd get parameter address-pool --range-stop,0,1,0,"examples|tests"
ffx net dhcpd get parameter arp-probe,0,1,0,"examples|tests"
ffx net dhcpd get parameter arp-probe --enabled,0,1,0,"examples|tests"
ffx net dhcpd get parameter bound-device-names,0,1,0,"examples|tests"
ffx net dhcpd get parameter ip-addrs,0,1,0,"examples|tests"
ffx net dhcpd get parameter ip-addrs --addrs,0,1,0,"examples|tests"
ffx net dhcpd get parameter lease-length,0,1,0,"examples|tests"
ffx net dhcpd get parameter lease-length --default,0,1,0,"examples|tests"
ffx net dhcpd get parameter lease-length --max,0,1,0,"examples|tests"
ffx net dhcpd get parameter permitted-macs,0,1,0,"examples|tests"
ffx net dhcpd get parameter permitted-macs --macs,0,1,0,"examples|tests"
ffx net dhcpd get parameter statically-assigned-addrs,0,1,0,"examples|tests"
ffx net dhcpd get parameter statically-assigned-addrs --assigned-addrs,0,1,0,"examples|tests"
ffx net dhcpd get parameter statically-assigned-addrs --hosts,0,1,0,"examples|tests"
ffx net dhcpd list,0,1,0,"examples|tests"
ffx net dhcpd list option,0,1,0,"examples|tests"
ffx net dhcpd list parameter,0,1,0,"examples|tests"
ffx net dhcpd reset,0,1,0,"examples|tests"
ffx net dhcpd reset option,0,1,0,"examples|tests"
ffx net dhcpd reset parameter,0,1,0,"examples|tests"
ffx net dhcpd set,0,1,0,"examples|tests"
ffx net dhcpd set option,0,1,0,"examples|tests"
ffx net dhcpd set option all-subnets-local,0,1,0,"examples|tests"
ffx net dhcpd set option all-subnets-local --local,0,1,0,"examples|tests"
ffx net dhcpd set option arp-cache-timeout,0,1,0,"examples|tests"
ffx net dhcpd set option arp-cache-timeout --timeout,0,1,0,"examples|tests"
ffx net dhcpd set option boot-file-size,0,1,0,"examples|tests"
ffx net dhcpd set option boot-file-size --size,0,1,0,"examples|tests"
ffx net dhcpd set option bootfile-name,0,1,0,"examples|tests"
ffx net dhcpd set option bootfile-name --name,0,1,0,"examples|tests"
ffx net dhcpd set option broadcast-address,0,1,0,"examples|tests"
ffx net dhcpd set option broadcast-address --addr,0,1,0,"examples|tests"
ffx net dhcpd set option cookie-server,0,1,0,"examples|tests"
ffx net dhcpd set option cookie-server --cookie-servers,0,1,0,"examples|tests"
ffx net dhcpd set option default-finger-server,0,1,0,"examples|tests"
ffx net dhcpd set option default-finger-server --finger-servers,0,1,0,"examples|tests"
ffx net dhcpd set option default-ip-ttl,0,1,0,"examples|tests"
ffx net dhcpd set option default-ip-ttl --ttl,0,1,0,"examples|tests"
ffx net dhcpd set option default-irc-server,0,1,0,"examples|tests"
ffx net dhcpd set option default-irc-server --irc-servers,0,1,0,"examples|tests"
ffx net dhcpd set option default-www-server,0,1,0,"examples|tests"
ffx net dhcpd set option default-www-server --www-servers,0,1,0,"examples|tests"
ffx net dhcpd set option domain-name,0,1,0,"examples|tests"
ffx net dhcpd set option domain-name --name,0,1,0,"examples|tests"
ffx net dhcpd set option domain-name-server,0,1,0,"examples|tests"
ffx net dhcpd set option domain-name-server --domain-name-servers,0,1,0,"examples|tests"
ffx net dhcpd set option ethernet-encapsulation,0,1,0,"examples|tests"
ffx net dhcpd set option ethernet-encapsulation --encapsulate,0,1,0,"examples|tests"
ffx net dhcpd set option extensions-path,0,1,0,"examples|tests"
ffx net dhcpd set option extensions-path --path,0,1,0,"examples|tests"
ffx net dhcpd set option host-name,0,1,0,"examples|tests"
ffx net dhcpd set option host-name --name,0,1,0,"examples|tests"
ffx net dhcpd set option impress-server,0,1,0,"examples|tests"
ffx net dhcpd set option impress-server --impress-servers,0,1,0,"examples|tests"
ffx net dhcpd set option interface-mtu,0,1,0,"examples|tests"
ffx net dhcpd set option interface-mtu --mtu,0,1,0,"examples|tests"
ffx net dhcpd set option ip-forwarding,0,1,0,"examples|tests"
ffx net dhcpd set option ip-forwarding --enabled,0,1,0,"examples|tests"
ffx net dhcpd set option log-server,0,1,0,"examples|tests"
ffx net dhcpd set option log-server --log-servers,0,1,0,"examples|tests"
ffx net dhcpd set option lpr-server,0,1,0,"examples|tests"
ffx net dhcpd set option lpr-server --lpr-servers,0,1,0,"examples|tests"
ffx net dhcpd set option mask-supplier,0,1,0,"examples|tests"
ffx net dhcpd set option mask-supplier --supplier,0,1,0,"examples|tests"
ffx net dhcpd set option max-datagram-reassembly-size,0,1,0,"examples|tests"
ffx net dhcpd set option max-datagram-reassembly-size --size,0,1,0,"examples|tests"
ffx net dhcpd set option max-message-size,0,1,0,"examples|tests"
ffx net dhcpd set option max-message-size --length,0,1,0,"examples|tests"
ffx net dhcpd set option merit-dump-file,0,1,0,"examples|tests"
ffx net dhcpd set option merit-dump-file --path,0,1,0,"examples|tests"
ffx net dhcpd set option mobile-ip-home-agent,0,1,0,"examples|tests"
ffx net dhcpd set option mobile-ip-home-agent --home-agents,0,1,0,"examples|tests"
ffx net dhcpd set option name-server,0,1,0,"examples|tests"
ffx net dhcpd set option name-server --name-servers,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-distribution-server,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-distribution-server --servers,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-name-server,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-name-server --servers,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-node-type,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-node-type b-node,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-node-type h-node,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-node-type m-node,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-node-type p-node,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-scope,0,1,0,"examples|tests"
ffx net dhcpd set option net-bios-over-tcpip-scope --scope,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-servers,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-domain,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-domain --domain-name,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-plus-domain,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-plus-domain --domain-name,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-plus-servers,0,1,0,"examples|tests"
ffx net dhcpd set option network-information-service-plus-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd set option network-time-protocol-servers,0,1,0,"examples|tests"
ffx net dhcpd set option network-time-protocol-servers --servers,0,1,0,"examples|tests"
ffx net dhcpd set option nntp-server,0,1,0,"examples|tests"
ffx net dhcpd set option nntp-server --nntp-servers,0,1,0,"examples|tests"
ffx net dhcpd set option non-local-source-routing,0,1,0,"examples|tests"
ffx net dhcpd set option non-local-source-routing --enabled,0,1,0,"examples|tests"
ffx net dhcpd set option path-mtu-aging-timeout,0,1,0,"examples|tests"
ffx net dhcpd set option path-mtu-aging-timeout --timeout,0,1,0,"examples|tests"
ffx net dhcpd set option path-mtu-plateau-table,0,1,0,"examples|tests"
ffx net dhcpd set option path-mtu-plateau-table --mtu-sizes,0,1,0,"examples|tests"
ffx net dhcpd set option perform-mask-discovery,0,1,0,"examples|tests"
ffx net dhcpd set option perform-mask-discovery --do-discovery,0,1,0,"examples|tests"
ffx net dhcpd set option perform-router-discovery,0,1,0,"examples|tests"
ffx net dhcpd set option perform-router-discovery --do-discovery,0,1,0,"examples|tests"
ffx net dhcpd set option policy-filter,0,1,0,"examples|tests"
ffx net dhcpd set option policy-filter --addresses,0,1,0,"examples|tests"
ffx net dhcpd set option pop3-server,0,1,0,"examples|tests"
ffx net dhcpd set option pop3-server --pop3-servers,0,1,0,"examples|tests"
ffx net dhcpd set option rebinding-time-value,0,1,0,"examples|tests"
ffx net dhcpd set option rebinding-time-value --interval,0,1,0,"examples|tests"
ffx net dhcpd set option renewal-time-value,0,1,0,"examples|tests"
ffx net dhcpd set option renewal-time-value --interval,0,1,0,"examples|tests"
ffx net dhcpd set option resource-location-server,0,1,0,"examples|tests"
ffx net dhcpd set option resource-location-server --resource-location-servers,0,1,0,"examples|tests"
ffx net dhcpd set option root-path,0,1,0,"examples|tests"
ffx net dhcpd set option root-path --path,0,1,0,"examples|tests"
ffx net dhcpd set option router,0,1,0,"examples|tests"
ffx net dhcpd set option router --routers,0,1,0,"examples|tests"
ffx net dhcpd set option router-solicitation-address,0,1,0,"examples|tests"
ffx net dhcpd set option router-solicitation-address --addr,0,1,0,"examples|tests"
ffx net dhcpd set option smtp-server,0,1,0,"examples|tests"
ffx net dhcpd set option smtp-server --smtp-servers,0,1,0,"examples|tests"
ffx net dhcpd set option static-route,0,1,0,"examples|tests"
ffx net dhcpd set option static-route --routes,0,1,0,"examples|tests"
ffx net dhcpd set option stda-server,0,1,0,"examples|tests"
ffx net dhcpd set option stda-server --stda-servers,0,1,0,"examples|tests"
ffx net dhcpd set option street-talk-server,0,1,0,"examples|tests"
ffx net dhcpd set option street-talk-server --streettalk-servers,0,1,0,"examples|tests"
ffx net dhcpd set option subnet-mask,0,1,0,"examples|tests"
ffx net dhcpd set option subnet-mask --mask,0,1,0,"examples|tests"
ffx net dhcpd set option swap-server,0,1,0,"examples|tests"
ffx net dhcpd set option swap-server --address,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-default-ttl,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-default-ttl --ttl,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-keepalive-garbage,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-keepalive-garbage --send-garbage,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-keepalive-interval,0,1,0,"examples|tests"
ffx net dhcpd set option tcp-keepalive-interval --interval,0,1,0,"examples|tests"
ffx net dhcpd set option tftp-server-name,0,1,0,"examples|tests"
ffx net dhcpd set option tftp-server-name --name,0,1,0,"examples|tests"
ffx net dhcpd set option time-offset,0,1,0,"examples|tests"
ffx net dhcpd set option time-offset --offset,0,1,0,"examples|tests"
ffx net dhcpd set option time-server,0,1,0,"examples|tests"
ffx net dhcpd set option time-server --time-servers,0,1,0,"examples|tests"
ffx net dhcpd set option trailer-encapsulation,0,1,0,"examples|tests"
ffx net dhcpd set option trailer-encapsulation --trailers,0,1,0,"examples|tests"
ffx net dhcpd set option vendor-specific-information,0,1,0,"examples|tests"
ffx net dhcpd set option vendor-specific-information --data,0,1,0,"examples|tests"
ffx net dhcpd set option x-window-system-display-manager,0,1,0,"examples|tests"
ffx net dhcpd set option x-window-system-display-manager --display-servers,0,1,0,"examples|tests"
ffx net dhcpd set option x-window-system-font-server,0,1,0,"examples|tests"
ffx net dhcpd set option x-window-system-font-server --servers,0,1,0,"examples|tests"
ffx net dhcpd set parameter,0,1,0,"examples|tests"
ffx net dhcpd set parameter address-pool,0,1,0,"examples|tests"
ffx net dhcpd set parameter address-pool --prefix-length,0,1,0,"examples|tests"
ffx net dhcpd set parameter address-pool --range-start,0,1,0,"examples|tests"
ffx net dhcpd set parameter address-pool --range-stop,0,1,0,"examples|tests"
ffx net dhcpd set parameter arp-probe,0,1,0,"examples|tests"
ffx net dhcpd set parameter arp-probe --enabled,0,1,0,"examples|tests"
ffx net dhcpd set parameter bound-device-names,0,1,0,"examples|tests"
ffx net dhcpd set parameter ip-addrs,0,1,0,"examples|tests"
ffx net dhcpd set parameter ip-addrs --addrs,0,1,0,"examples|tests"
ffx net dhcpd set parameter lease-length,0,1,0,"examples|tests"
ffx net dhcpd set parameter lease-length --default,0,1,0,"examples|tests"
ffx net dhcpd set parameter lease-length --max,0,1,0,"examples|tests"
ffx net dhcpd set parameter permitted-macs,0,1,0,"examples|tests"
ffx net dhcpd set parameter permitted-macs --macs,0,1,0,"examples|tests"
ffx net dhcpd set parameter statically-assigned-addrs,0,1,0,"examples|tests"
ffx net dhcpd set parameter statically-assigned-addrs --assigned-addrs,0,1,0,"examples|tests"
ffx net dhcpd set parameter statically-assigned-addrs --hosts,0,1,0,"examples|tests"
ffx net dhcpd start,0,1,0,"examples|tests"
ffx net dhcpd stop,0,1,0,"examples|tests"
ffx net dns,0,1,0,"examples|tests"
ffx net dns lookup,0,1,0,"examples|tests"
ffx net dns lookup --ipv4,0,1,0,"examples|tests"
ffx net dns lookup --ipv6,0,1,0,"examples|tests"
ffx net dns lookup --sort,0,1,0,"examples|tests"
ffx net filter,0,1,0,"examples|tests"
ffx net filter create,0,1,0,"examples|tests"
ffx net filter create --controller,0,1,0,"examples|tests"
ffx net filter create --idempotent,0,1,0,"examples|tests"
ffx net filter create namespace,0,1,0,"examples|tests"
ffx net filter create namespace --domain,0,1,0,"examples|tests"
ffx net filter create namespace --name,0,1,0,"examples|tests"
ffx net filter create routine,0,1,0,"examples|tests"
ffx net filter create routine --hook,0,1,0,"examples|tests"
ffx net filter create routine --name,0,1,0,"examples|tests"
ffx net filter create routine --namespace,0,1,0,"examples|tests"
ffx net filter create routine --priority,0,1,0,"examples|tests"
ffx net filter create routine --type,0,1,0,"examples|tests"
ffx net filter create rule,0,1,0,"examples|tests"
ffx net filter create rule --dst-addr,0,1,0,"examples|tests"
ffx net filter create rule --dst-port,0,1,0,"examples|tests"
ffx net filter create rule --in-interface,0,1,0,"examples|tests"
ffx net filter create rule --index,0,1,0,"examples|tests"
ffx net filter create rule --namespace,0,1,0,"examples|tests"
ffx net filter create rule --out-interface,0,1,0,"examples|tests"
ffx net filter create rule --routine,0,1,0,"examples|tests"
ffx net filter create rule --src-addr,0,1,0,"examples|tests"
ffx net filter create rule --src-port,0,1,0,"examples|tests"
ffx net filter create rule --transport-protocol,0,1,0,"examples|tests"
ffx net filter create rule accept,0,1,0,"examples|tests"
ffx net filter create rule drop,0,1,0,"examples|tests"
ffx net filter create rule jump,0,1,0,"examples|tests"
ffx net filter create rule masquerade,0,1,0,"examples|tests"
ffx net filter create rule masquerade --src-port,0,1,0,"examples|tests"
ffx net filter create rule redirect,0,1,0,"examples|tests"
ffx net filter create rule redirect --dst-port,0,1,0,"examples|tests"
ffx net filter create rule return,0,1,0,"examples|tests"
ffx net filter create rule tproxy,0,1,0,"examples|tests"
ffx net filter create rule tproxy --addr,0,1,0,"examples|tests"
ffx net filter create rule tproxy --port,0,1,0,"examples|tests"
ffx net filter list,0,1,0,"examples|tests"
ffx net filter remove,0,1,0,"examples|tests"
ffx net filter remove --controller,0,1,0,"examples|tests"
ffx net filter remove --idempotent,0,1,0,"examples|tests"
ffx net filter remove namespace,0,1,0,"examples|tests"
ffx net filter remove namespace --name,0,1,0,"examples|tests"
ffx net filter remove routine,0,1,0,"examples|tests"
ffx net filter remove routine --name,0,1,0,"examples|tests"
ffx net filter remove routine --namespace,0,1,0,"examples|tests"
ffx net filter remove rule,0,1,0,"examples|tests"
ffx net filter remove rule --index,0,1,0,"examples|tests"
ffx net filter remove rule --namespace,0,1,0,"examples|tests"
ffx net filter remove rule --routine,0,1,0,"examples|tests"
ffx net filter-deprecated,0,1,0,"examples|tests"
ffx net filter-deprecated get-nat-rules,0,1,0,"examples|tests"
ffx net filter-deprecated get-rdr-rules,0,1,0,"examples|tests"
ffx net filter-deprecated get-rules,0,1,0,"examples|tests"
ffx net filter-deprecated set-nat-rules,0,1,0,"examples|tests"
ffx net filter-deprecated set-rdr-rules,0,1,0,"examples|tests"
ffx net filter-deprecated set-rules,0,1,0,"examples|tests"
ffx net if,0,1,0,"examples|tests"
ffx net if add,0,1,0,"examples|tests"
ffx net if add blackhole,0,1,0,"examples|tests"
ffx net if addr,0,1,0,"examples|tests"
ffx net if addr add,0,1,0,"examples|tests"
ffx net if addr add --no-subnet-route,0,1,0,"examples|tests"
ffx net if addr del,0,1,0,"examples|tests"
ffx net if addr wait,0,1,0,"examples|tests"
ffx net if addr wait --ipv6,0,1,0,"examples|tests"
ffx net if bridge,0,1,0,"examples|tests"
ffx net if config,0,1,0,"examples|tests"
ffx net if config get,0,1,0,"examples|tests"
ffx net if config set,0,1,0,"examples|tests"
ffx net if disable,0,1,0,"examples|tests"
ffx net if enable,0,1,0,"examples|tests"
ffx net if get,0,1,0,"examples|tests"
ffx net if igmp,0,1,0,"examples|tests"
ffx net if igmp get,0,1,0,"examples|tests"
ffx net if igmp set,0,1,0,"examples|tests"
ffx net if igmp set --version,0,1,0,"examples|tests"
ffx net if ip-forward,0,1,0,"examples|tests"
ffx net if ip-forward get,0,1,0,"examples|tests"
ffx net if ip-forward set,0,1,0,"examples|tests"
ffx net if list,0,1,0,"examples|tests"
ffx net if mld,0,1,0,"examples|tests"
ffx net if mld get,0,1,0,"examples|tests"
ffx net if mld set,0,1,0,"examples|tests"
ffx net if mld set --version,0,1,0,"examples|tests"
ffx net if remove,0,1,0,"examples|tests"
ffx net log,0,1,0,"examples|tests"
ffx net log set-packets,0,1,0,"examples|tests"
ffx net migration,0,1,0,"examples|tests"
ffx net migration clear,0,1,0,"examples|tests"
ffx net migration get,0,1,0,"examples|tests"
ffx net migration set,0,1,0,"examples|tests"
ffx net neigh,0,1,0,"examples|tests"
ffx net neigh add,0,1,0,"examples|tests"
ffx net neigh clear,0,1,0,"examples|tests"
ffx net neigh config,0,1,0,"examples|tests"
ffx net neigh config get,0,1,0,"examples|tests"
ffx net neigh config update,0,1,0,"examples|tests"
ffx net neigh config update --base-reachable-time,0,1,0,"examples|tests"
ffx net neigh del,0,1,0,"examples|tests"
ffx net neigh list,0,1,0,"examples|tests"
ffx net neigh watch,0,1,0,"examples|tests"
ffx net route,0,1,0,"examples|tests"
ffx net route add,0,1,0,"examples|tests"
ffx net route add --destination,0,1,0,"examples|tests"
ffx net route add --gateway,0,1,0,"examples|tests"
ffx net route add --metric,0,1,0,"examples|tests"
