element_id,tests,docs,examples,missing
pw_rpc/pw::rpc::GetMethodId,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::GetServiceIdForMethod,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::HasClientStream,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::HasServerStream,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::MaxSafePayloadSize,4,0,1,"docs.reference"
pw_rpc/pw::rpc::MethodId,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::MethodSerde,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::MethodType,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta,2,0,0,"docs.reference|examples"
pw_rpc/pw::rpc::PacketMeta::FromBuffer,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::channel_id,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::destination_is_client,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::destination_is_server,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::method_id,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::payload,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::service_id,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::type_is_client_error,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PacketMeta::type_is_server_error,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::advance,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::back,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::begin,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::empty,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::end,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::front,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::iterator,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::iterator::iterator,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::iterator::value,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::PayloadsView::size,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::RpcError,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::Server,0,1,0,"examples|tests"
pw_rpc/pw::rpc::Server::IsServiceRegistered,0,0,0,"docs.reference|examples|tests"
pw_rpc/pw::rpc::Server::ProcessPacket,0,1,0,"examples|tests"
pw_rpc/pw::rpc::Server::RegisterService,0,0,0,"docs.reference|examples|tests"
